用户id,微博昵称,微博正文,是否认证,是否会员,有无签名,微博数,关注数,粉丝数,分组数,原创率,发图率,注册时间,性别,生日,地区
3276514710,夹子_squirrel, 好看子,0,0,1,1838,217,275,1,0.9714,0.9571,2020-08-27,女,1998-05-11,其他
6019362558,默千言L,上次还是在showtime里面看到的,0,0,1,552,397,77,1,0.1627,0.2712,2018-08-07,女,2003-08-21,其他
5546930554,0,是很干净的长相诶，好好看,0,0,1,311,314,181,1,0.5625,0.3438,2020-02-06,0,0,0
6365594137,即将美梦成真了鸭,回复:特别像李晟,0,0,1,958,157,47,1,0.0213,0.5000,2019-05-27,女,巨蟹座,广东 汕头
1735196112,bebeshan,哦，小时候可爱，大了漂亮,0,0,1,3058,880,315,1,0.1410,0.3410,0,女,0001-00-00,广东 广州
5546930554,送你一只鹿,是很干净的长相诶，好好看,0,0,1,311,314,181,1,0.5625,0.3438,2020-02-06,女,天秤座,其他
6365594137,即将美梦成真了鸭,回复:特别像李晟,0,0,1,958,157,47,1,0.0213,0.5000,2019-05-27,女,巨蟹座,广东 汕头
1735196112,0,哦，小时候可爱，大了漂亮,0,0,1,3058,880,315,1,0.1405,0.3399,2011-04-01,0,0,0
5664636451,葡萄街上的柚子,好漂亮！,0,1,1,70,121,80,1,0.5714,0.5714,2018-01-10,女,双鱼座,河北 廊坊
5263266629,一定要减肥的小阿悦,哇……………………………,0,0,0,110,52,25,5,0.6731,0.5769,2018-09-18,女,水瓶座,山东 泰安
5773624955,0,这也太漂亮了吧,0,0,1,4893,1327,305,1,0.0061,0.2755,2016-11-16,0,0,0
5149284513,一个保龄球,好漂亮从小美到大,0,0,1,622,365,52,2,0.2742,0.5645,2020-08-22,女,射手座,海外 马来西亚
6377280067,奶茶別喝我Hg,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,0,1,1,1226,196,313,1,1.0118,1.0118,0,女,天秤座,其他
1679123114,眠松月,理塘游客，上车出发了！！ ,0,1,1,1087,438,1664,1,0.9479,0.8229,2018-06-08,女,01-01,其他
2951664572,传闻中的567,亲亲宝宝！！！！！ ,1,1,1,19123,486,3768,2,0.0327,0.0584,2014-10-08,女,1999-11-02,山东
3512228973,忆苦偲田,这都能火,0,1,1,1852,554,152,1,1.0345,1.0345,2020-08-23,男,2016-09-03,辽宁 沈阳
7264747376,heccalo,宝儿这也太糊弄了吧,0,0,1,1655,286,23,1,0.3444,0.4894,2019-10-30,男,0,其他
3516949010,桃花潭水笑春风,回复:这个导游好欢乐,0,1,1,104,72,18,1,0.2564,0.3846,2013-06-07,女,0,北京 西城区
6469889613,多次拒绝丁真珍珠先生,回复:我也想问,0,1,1,903,92,51,1,0.6808,0.4799,2019-06-17,女,0,其他
1742645235,一颗达拉,长一点啊包被，你这vlog也太短了,0,1,1,2503,404,291,1,0.3373,0.3614,2015-08-01,女,1997-01-21,江苏 南京
6047721225,yAyyi喔,啊啊啊啊啊啊啊,0,0,1,17,181,39,1,1.1765,0.1176,2019-10-19,女,0,湖南
5970293831,ynnusme,每天都會想你,0,0,1,59,54,70,1,0.4103,0.5128,2016-11-18,女,2001-02-14,台湾 台北市
6518325722,宇宙警备队队员辣辣子,纯真,1,1,1,827,287,230,1,0.3745,0.4958,2018-04-27,女,双子座,其他
5685741554,炽热的十七岁,宝子你终于出现了,1,1,1,193,78,184,1,0.7812,0.7292,2019-05-16,女,2000-09-27,安徽
7422136869,章鱼桃子酒,www,0,1,1,137,103,3,1,0.2920,0.5109,2020-04-14,女,白羊座,其他
5113808385,陈小样样的,回复:pk谁更帅,0,0,0,431,177,197,1,0.3704,0.6481,2014-06-28,女,0,浙江 杭州
6659692792,笔芯200201,期待丁真呀,0,0,0,5,203,10,1,0.0000,0.0000,2019-07-20,女,2000-06-25,河北
5119932521,小辣椒926y,崽崽，你离我越来越远啦,0,1,1,147,185,336,3,0.3846,0.4538,2014-05-09,女,1989-12-23,北京
3141441475,0,哇！！！ 好棒好棒！ 什么时候呀,0,0,0,169,239,213,1,0.2484,0.9317,2012-12-06,0,0,0
1915843073,漫步在濃霧的糖糖,啊啊啊啊啊啊啊啊，太开心了，期待在微博之夜可以看见你领奖,0,1,1,6682,992,525,1,0.0449,0.1811,2011-01-09,女,天蝎座,海外
6518325722,宇宙警备队队员辣辣子,会写字了竟然，一点也不纯真了,1,1,1,827,287,230,1,0.3745,0.4958,2018-04-27,女,双子座,其他
2652285395,华丽的羽,回复:好家伙，一下从4000米降到4米，土豆真的要晕了。,0,0,1,102,407,92,1,0.6765,0.7843,2013-02-20,女,1971-11-07,浙江 金华
6629983922,一米阳光6629983922,以前从不关心这什么微博之夜，今年有了真真宝贝，必须要早早等着了,0,0,0,312,26,33,1,0.0641,0.1603,2018-08-15,女,0,其他
5253058170,故障诊断机器,能别捧他了吗？,0,1,1,424,376,617,1,1.3333,1.0667,2020-08-31,女,01-01,四川 乐山
7389084424,看什么看啊再看,回复:啊啊啊啊啊啊啊！！！,0,0,1,35,26,101,1,0.6667,1.0000,2020-02-21,女,1996-02-09,海外
5237119080,Amelia的乖宝宝,真真来深圳,0,0,0,190,215,17,2,0.0449,0.2809,2015-03-30,女,1970-01-01,北京 东城区
2178172565,小薄荷U,期待,0,0,1,335,173,99,1,0.1172,0.6250,2015-03-16,女,0,其他
3768435512,acdpink,,0,1,0,54,40,650,2,0.9811,1.0189,2020-10-19,女,1995-07-31,北京
7389084424,看什么看啊再看,妈呀啊啊啊啊啊啊啊啊啊啊,0,0,1,35,26,101,1,0.6667,1.0000,2020-02-21,女,1996-02-09,海外
3225765457,不嗨了我想睡,崽崽答应我好吗，上海行vlog安排！！！ ,0,0,1,805,624,190,1,0.1175,0.9450,2013-04-05,男,0,江苏 南通
7404978560,尼梅达嘉本嘉,宝贝怎么又说成丁斤了？,0,1,0,3,139,3,1,0.0000,0.0000,01月31日 23:,女,2002-10-31,其他
2406904255,LiLy_明眸,从没看过微博之夜的我这下可以看看了,0,1,1,316,76,83,1,0.3797,0.1899,2011-12-04,女,2019-05-30,重庆
2651758542,冒失小飞飞,终于有氧气来了，哈哈哈哈哈。微博之夜见。,0,0,0,968,76,89,1,0.3709,0.6612,2012-01-04,女,0,广东 佛山
7389084424,看什么看啊再看,宝贝贝,0,0,1,35,26,101,1,0.6667,1.0000,2020-02-21,女,1996-02-09,海外
7349530865,厘生喵喵的lucky,啊啊啊啊啊，我的天啦，恭喜ヾ ^_^♪斤斤包被，微博之夜期待你的出现喔，加油(ง •̀_•́)ง,0,0,1,369,67,14,1,0.5357,0.5357,2020-12-30,女,狮子座,湖南 长沙
5871838007,冉冉小马DAYTOY,史兰客必胜！最后的胜利一定是属于小怪物们的！唐三，你是最强的！ ,1,1,1,10634,1024,61698,1,1.0005,1.0005,2020-09-14,女,巨蟹座,重庆
2010491885,七小腰,永远的史兰客学苑！史兰客七怪必胜！ ,1,1,0,7231,524,1644,1,1.0000,1.0000,2020-09-10,女,巨蟹座,海外
2874656304,橙色_兔飞侠DAYTOY,越到后面越舍不得了 舍不得七怪毕业舍不得三哥,1,1,1,3112,823,1371,1,0.9993,1.0000,2020-11-19,女,1994-08-17,辽宁
6659393606,常同千雁,现在让我们睁大眼睛开始拭目以待。,0,1,0,426,460,104,1,0.0469,0.6338,2018-09-17,男,0,广东
7361609009,肖兔子的胡萝卜daitao,斗罗大陆风云翻涌，少年唐三傲世群雄。敬请收看电视剧《斗罗大陆》，肖战 带你身临其境，体验男主角唐三的传奇一生。 ,0,1,1,7558,117,512,1,0.0080,0.1514,2020-11-07,女,2007-10-10,陕西 西安
7336702326,记不住密码的胡图图, ,0,0,0,934,65,13,1,0.4287,0.4823,2019-11-13,女,1996-06-11,内蒙古 呼和浩特
3271055187,你是我的小太阳每天传播正能量,啊，毕业了七怪会分开吗?后面故事怎么发展,1,1,1,12562,491,85,1,1.0000,1.0000,2020-09-16,男,天蝎座,重庆
2360879971,牛肉塔克和法国妞,马上就要完结了呜呜呜,0,0,1,5988,184,25,1,0.0459,0.1033,2016-12-25,男,0001-00-00,其他
1155273015,我自翩然,史兰客学苑的老师，是对学生最好的老师，小怪物们是最好的学生，斗罗大陆传达了一种很好的教育理念，比如想办法让学生自己发现自己的缺点，从而动脑筋去改善，比如在团队活动中让学生理解团队协作的重要性，还有很多很多，看后很有启发,0,0,1,157,64,20,1,0.9091,0.1948,2012-11-04,女,0,山东 东营
3288775907,小院庭芜绿,还有三集点播我就看完了，不舍得唐三啊！ ,0,0,1,1818,855,362,5,0.4972,0.5587,2019-07-22,女,1975-02-02,山东
2457443741,Vamos多多_,第二季搞起来！,0,1,1,2371,352,446,1,0.3025,0.4286,2011-11-30,女,1995-07-20,其他
7295687536,雾0628bx,超级好看,0,0,0,11,101,2,1,1.8182,0.4545,2020-12-20,女,巨蟹座,其他
7143527423,小肥虾i战,史兰客奇怪必胜,0,1,1,4714,527,161,1,0.0956,0.2061,2019-10-14,女,1991-08-15,浙江
7246862832,桂圆都一样2020,好舍不得啊，像极了那会上学时的毕业大会,0,1,0,1469,191,9,1,0.3904,0.5548,2020-03-19,女,0,其他
2400588082,魚尾獅的Mamia,最后的胜利一定是属于史兰客！,0,0,1,3762,65,137,1,0.0827,0.3360,2011-09-16,女,0001-00-00,海外 新加坡
1109982431,幸福小铁军,真的不想结束啊,0,0,0,498,29,3,1,0.2213,0.4427,2018-03-23,女,0,其他
7143527423,小肥虾i战,史兰客奇怪必胜,0,1,1,4714,527,161,1,0.0956,0.2061,2019-10-14,女,1991-08-15,浙江
7246862832,桂圆都一样2020,好舍不得啊，像极了那会上学时的毕业大会,0,1,0,1470,191,9,1,0.3904,0.5548,2020-03-19,女,0,其他
2400588082,魚尾獅的Mamia,最后的胜利一定是属于史兰客！,0,0,1,3762,65,137,1,0.0827,0.3360,2011-09-16,女,0001-00-00,海外 新加坡
1109982431,幸福小铁军,真的不想结束啊,0,0,0,498,29,3,1,0.2213,0.4427,2018-03-23,女,0,其他
6659393606,常同千雁,现在让我们睁大眼睛开始拭目以待。,0,1,0,426,460,104,1,0.0469,0.6338,2018-09-17,男,0,广东
7508695480,自由呼吸的草1992DAYTOY, 这么快就毕业了，好舍不得。史兰客七怪永远的强者，必胜！ ,0,1,0,1220,149,9,1,0.3043,0.4688,2020-10-19,女,1978-09-26,江西
7319516394,娃仔仔,史兰客学苑必胜,0,1,0,643,239,8,1,0.5238,0.5079,2020-02-18,男,1991-09-18,其他
3181836247,香草柠檬橙,  史兰客学院就像是现在的学校一样，除了交给学生只是和技能，更重要的是交给学生正确的人生观，价值观，史兰客加油  ,0,1,1,3103,119,29,1,0.1327,0.2362,2015-04-26,女,金牛座,四川 成都
7295687536,雾0628bx,超级好看,0,0,0,11,101,2,1,1.8182,0.4545,2020-12-20,女,巨蟹座,其他
7143527423,小肥虾i战,史兰客奇怪必胜,0,1,1,4714,527,161,1,0.0956,0.2061,2019-10-14,女,1991-08-15,浙江
7246862832,桂圆都一样2020,好舍不得啊，像极了那会上学时的毕业大会,0,1,0,1470,191,9,1,0.3904,0.5548,2020-03-19,女,0,其他
5825885835,紫莱不是紫菜,好感动这一段,0,1,1,2519,121,14,1,0.4535,0.3978,2019-10-24,女,0,其他
7508695480,自由呼吸的草1992DAYTOY, 这么快就毕业了，好舍不得。史兰客七怪永远的强者，必胜！ ,0,1,0,1220,149,9,1,0.3043,0.4688,2020-10-19,女,1978-09-26,江西
7319516394,娃仔仔,史兰客学苑必胜,0,1,0,643,239,8,1,0.5789,0.5614,2020-05-08,男,1991-09-18,其他
3181836247,香草柠檬橙,  史兰客学院就像是现在的学校一样，除了交给学生只是和技能，更重要的是交给学生正确的人生观，价值观，史兰客加油  ,0,1,1,3103,119,29,1,0.1327,0.2362,2015-04-26,女,金牛座,四川 成都
7295687536,雾0628bx,超级好看,0,0,0,11,101,2,1,1.8182,0.4545,2020-12-20,女,巨蟹座,其他
7143527423,小肥虾i战,史兰客奇怪必胜,0,1,1,4714,527,161,1,0.0956,0.2061,2019-10-14,女,1991-08-15,浙江
7246862832,桂圆都一样2020,好舍不得啊，像极了那会上学时的毕业大会,0,1,0,1470,191,9,1,0.3904,0.5548,2020-03-19,女,0,其他
7479738593,石竹岩松,最后的胜利一定属于史兰克学院,0,1,0,3473,89,4,1,0.0635,0.3145,2020-07-15,男,0,其他
6493655762,面纱7966493655762,那也可以的哈，真的是挺佩服,0,1,1,589,17,910,1,0.0170,0.6814,2018-09-26,女,0,广西 河池
2950759237,奥特_侠,史兰客，听上去好弱智的名字,0,0,0,199,351,175,1,0.4020,0.4523,2013-01-08,男,0001-00-00,其他
5825885835,紫莱不是紫菜,好感动这一段,0,1,1,2519,121,14,1,0.4535,0.3978,2019-10-24,女,0,其他
7508695480,自由呼吸的草1992DAYTOY, 这么快就毕业了，好舍不得。史兰客七怪永远的强者，必胜！ ,0,1,0,1221,149,9,1,0.3040,0.4684,2020-10-19,女,1978-09-26,江西
7319516394,娃仔仔,史兰客学苑必胜,0,1,0,643,239,8,1,0.5789,0.5614,2020-05-08,男,1991-09-18,其他
3181836247,香草柠檬橙,  史兰客学院就像是现在的学校一样，除了交给学生只是和技能，更重要的是交给学生正确的人生观，价值观，史兰客加油  ,0,1,1,3103,119,29,1,0.1327,0.2362,2015-04-26,女,金牛座,四川 成都
7319516394,娃仔仔,史兰客学苑必胜,0,1,0,643,239,8,1,0.5789,0.5614,2020-05-08,男,1991-09-18,其他
3181836247,香草柠檬橙,  史兰客学院就像是现在的学校一样，除了交给学生只是和技能，更重要的是交给学生正确的人生观，价值观，史兰客加油  ,0,1,1,3103,119,29,1,0.1327,0.2362,2015-04-26,女,金牛座,四川 成都
7295687536,雾0628bx,超级好看,0,0,0,11,101,2,1,1.8182,0.4545,2020-12-20,女,巨蟹座,其他
7143527423,小肥虾i战,史兰客奇怪必胜,0,1,1,4714,527,161,1,0.0956,0.2061,2019-10-14,女,1991-08-15,浙江
7246862832,桂圆都一样2020,好舍不得啊，像极了那会上学时的毕业大会,0,1,0,1470,191,9,1,0.3904,0.5548,2020-03-19,女,0,其他
7143527423,小肥虾i战,史兰客奇怪必胜,0,1,1,4714,527,161,1,0.0956,0.2061,2019-10-14,女,1991-08-15,浙江
7246862832,桂圆都一样2020,好舍不得啊，像极了那会上学时的毕业大会,0,1,0,1470,191,9,1,0.3904,0.5548,2020-03-19,女,0,其他
2400588082,魚尾獅的Mamia,最后的胜利一定是属于史兰客！,0,0,1,3763,65,137,1,0.0827,0.3361,2013-01-02,女,0001-00-00,海外 新加坡
1109982431,幸福小铁军,真的不想结束啊,0,0,0,498,29,3,1,0.8462,1.6923,01月15日 19:,女,0,其他
6659393606,常同千雁,现在让我们睁大眼睛开始拭目以待。,0,1,0,426,460,104,1,0.0469,0.6338,2018-09-17,男,0,广东
7143527423,小肥虾i战,史兰客奇怪必胜,0,1,1,4714,527,161,1,0.0956,0.2061,2019-10-14,女,1991-08-15,浙江
7246862832,桂圆都一样2020,好舍不得啊，像极了那会上学时的毕业大会,0,1,0,1470,191,9,1,0.3904,0.5548,2020-03-19,女,0,其他
2400588082,魚尾獅的Mamia,最后的胜利一定是属于史兰客！,0,0,1,3763,65,137,1,0.0827,0.3361,2013-01-02,女,0001-00-00,海外 新加坡
1109982431,幸福小铁军,真的不想结束啊,0,0,0,498,29,3,1,0.2213,0.4427,2018-03-23,女,0,其他
6659393606,常同千雁,现在让我们睁大眼睛开始拭目以待。,0,1,0,426,460,104,1,0.0469,0.6338,2018-09-17,男,0,广东
1109982431,幸福小铁军,真的不想结束啊,0,0,0,498,29,3,1,0.2213,0.4427,2018-03-23,女,0,其他
6659393606,常同千雁,现在让我们睁大眼睛开始拭目以待。,0,1,0,426,460,104,1,0.0469,0.6338,2018-09-17,男,0,广东
7361609009,肖兔子的胡萝卜daitao,斗罗大陆风云翻涌，少年唐三傲世群雄。敬请收看电视剧《斗罗大陆》，肖战 带你身临其境，体验男主角唐三的传奇一生。 ,0,1,1,7561,117,512,1,0.0080,0.1501,2020-11-07,女,2007-10-10,陕西 西安
7336702326,记不住密码的胡图图, ,0,0,0,934,65,13,1,0.4287,0.4823,2019-11-13,女,1996-06-11,内蒙古 呼和浩特
3271055187,你是我的小太阳每天传播正能量,啊，毕业了七怪会分开吗?后面故事怎么发展,1,1,1,12565,491,85,1,1.0000,1.0000,2020-09-16,男,天蝎座,重庆
2360879971,0,马上就要完结了呜呜呜,0,0,1,6088,197,25,1,0.0459,0.1033,2016-12-25,0,0,0
1109982431,0,真的不想结束啊,0,0,0,498,29,3,1,0.2213,0.4427,2018-03-23,0,0,0
6659393606,常同千雁,现在让我们睁大眼睛开始拭目以待。,0,1,0,426,460,104,1,0.0469,0.6338,2018-09-17,男,0,广东
7361609009,肖兔子的胡萝卜daitao,斗罗大陆风云翻涌，少年唐三傲世群雄。敬请收看电视剧《斗罗大陆》，肖战 带你身临其境，体验男主角唐三的传奇一生。 ,0,1,1,7561,117,512,1,0.0080,0.1501,2020-11-07,女,2007-10-10,陕西 西安
7336702326,记不住密码的胡图图, ,0,0,0,934,65,13,1,0.4287,0.4823,2019-11-13,女,1996-06-11,内蒙古 呼和浩特
3271055187,你是我的小太阳每天传播正能量,啊，毕业了七怪会分开吗?后面故事怎么发展,1,1,1,12566,491,85,1,1.0000,1.0000,2020-09-16,男,天蝎座,重庆
1109982431,幸福小铁军,真的不想结束啊,0,0,0,498,29,3,1,0.2213,0.4427,2018-03-23,女,0,其他
6659393606,常同千雁,现在让我们睁大眼睛开始拭目以待。,0,1,0,426,460,104,1,0.0469,0.6338,2018-09-17,男,0,广东
7361609009,肖兔子的胡萝卜daitao,斗罗大陆风云翻涌，少年唐三傲世群雄。敬请收看电视剧《斗罗大陆》，肖战 带你身临其境，体验男主角唐三的传奇一生。 ,0,1,1,7561,117,512,1,0.0080,0.1501,2020-11-07,女,2007-10-10,陕西 西安
7336702326,记不住密码的胡图图, ,0,0,0,934,65,13,1,0.4287,0.4823,2019-11-13,女,1996-06-11,内蒙古 呼和浩特
3271055187,你是我的小太阳每天传播正能量,啊，毕业了七怪会分开吗?后面故事怎么发展,1,1,1,12566,491,85,1,1.0000,1.0000,2020-09-16,男,天蝎座,重庆
2360879971,牛肉塔克和法国妞,马上就要完结了呜呜呜,0,0,1,6088,197,25,1,0.0459,0.1033,2016-12-25,男,0001-00-00,其他
1109982431,幸福小铁军,真的不想结束啊,0,0,0,498,29,3,1,0.2213,0.4427,2018-03-23,女,0,其他
6659393606,常同千雁,现在让我们睁大眼睛开始拭目以待。,0,1,0,426,460,104,1,0.0469,0.6338,2018-09-17,男,0,广东
7361609009,肖兔子的胡萝卜daitao,斗罗大陆风云翻涌，少年唐三傲世群雄。敬请收看电视剧《斗罗大陆》，肖战 带你身临其境，体验男主角唐三的传奇一生。 ,0,1,1,7561,117,512,1,0.0080,0.1501,2020-11-07,女,2007-10-10,陕西 西安
7336702326,记不住密码的胡图图, ,0,0,0,934,65,13,1,0.4287,0.4823,2019-11-13,女,1996-06-11,内蒙古 呼和浩特
3271055187,你是我的小太阳每天传播正能量,啊，毕业了七怪会分开吗?后面故事怎么发展,1,1,1,12567,491,85,1,1.0000,1.0000,2020-09-16,男,天蝎座,重庆
2360879971,牛肉塔克和法国妞,马上就要完结了呜呜呜,0,0,1,6088,197,25,1,0.0459,0.1033,2016-12-25,男,0001-00-00,其他
1155273015,我自翩然,史兰客学苑的老师，是对学生最好的老师，小怪物们是最好的学生，斗罗大陆传达了一种很好的教育理念，比如想办法让学生自己发现自己的缺点，从而动脑筋去改善，比如在团队活动中让学生理解团队协作的重要性，还有很多很多，看后很有启发,0,0,1,157,64,20,1,0.9091,0.1948,2012-11-04,女,0,山东 东营
6659393606,常同千雁,现在让我们睁大眼睛开始拭目以待。,0,1,0,426,460,104,1,0.0469,0.6338,2018-09-17,男,0,广东
7361609009,肖兔子的胡萝卜daitao,斗罗大陆风云翻涌，少年唐三傲世群雄。敬请收看电视剧《斗罗大陆》，肖战 带你身临其境，体验男主角唐三的传奇一生。 ,0,1,1,7561,117,512,1,0.0080,0.1501,2020-11-07,女,2007-10-10,陕西 西安
7336702326,记不住密码的胡图图, ,0,0,0,934,65,13,1,0.4287,0.4823,2019-11-13,女,1996-06-11,内蒙古 呼和浩特
3271055187,你是我的小太阳每天传播正能量,啊，毕业了七怪会分开吗?后面故事怎么发展,1,1,1,12568,491,85,1,1.0000,1.0000,2020-09-16,男,天蝎座,重庆
2360879971,牛肉塔克和法国妞,马上就要完结了呜呜呜,0,0,1,5988,184,25,1,0.0459,0.1033,2016-12-25,男,0001-00-00,其他
1155273015,我自翩然,史兰客学苑的老师，是对学生最好的老师，小怪物们是最好的学生，斗罗大陆传达了一种很好的教育理念，比如想办法让学生自己发现自己的缺点，从而动脑筋去改善，比如在团队活动中让学生理解团队协作的重要性，还有很多很多，看后很有启发,0,0,1,157,64,20,1,0.9091,0.1948,2012-11-04,女,0,山东 东营
3288775907,小院庭芜绿,还有三集点播我就看完了，不舍得唐三啊！ ,0,0,1,1818,855,362,5,0.4972,0.5587,2019-07-22,女,1975-02-02,山东
3271055187,你是我的小太阳每天传播正能量,啊，毕业了七怪会分开吗?后面故事怎么发展,1,1,1,12568,491,85,1,1.0000,1.0000,2020-09-16,男,天蝎座,重庆
2360879971,牛肉塔克和法国妞,马上就要完结了呜呜呜,0,0,1,6088,197,25,1,0.0459,0.1033,2016-12-25,男,0001-00-00,其他
1155273015,我自翩然,史兰客学苑的老师，是对学生最好的老师，小怪物们是最好的学生，斗罗大陆传达了一种很好的教育理念，比如想办法让学生自己发现自己的缺点，从而动脑筋去改善，比如在团队活动中让学生理解团队协作的重要性，还有很多很多，看后很有启发,0,0,1,157,64,20,1,0.9091,0.1948,2012-11-04,女,0,山东 东营
3288775907,小院庭芜绿,还有三集点播我就看完了，不舍得唐三啊！ ,0,0,1,1818,855,362,5,0.4972,0.5587,2019-07-22,女,1975-02-02,山东
2457443741,Vamos多多_,第二季搞起来！,0,1,1,2371,352,446,1,0.0294,0.4286,2011-11-30,女,1995-07-20,其他
5476852209,灰色系的,史兰客七怪必胜，唐三是最优秀的学生,1,1,1,13546,985,1366,1,1.0000,1.0000,2020-09-03,女,处女座,其他
5616340763,天秤2015涵,,0,0,1,1701,702,82,1,0.2675,0.5714,2015-05-26,女,0,北京
6244250047,我是澳龙,加油闯世界吧,0,1,1,251,164,95,1,0.4400,0.5200,2018-01-23,女,1991-10-05,上海 长宁区
7405403641,混浊时代,还剩最后一集了，还有那么多线索没交待，什么时候拍第二季第三季啊,0,1,1,411,182,7,1,0.3590,0.3590,2020-04-25,女,狮子座,其他
7311472117,娇熊熊699, xz 史兰客七怪必胜,0,0,0,1394,61,5,1,0.4444,0.4963,2020-05-23,女,0,其他
6231337390,本王不予置评,史兰客七怪，必胜！！,0,1,1,562,34,53,1,1.0000,1.0000,2020-11-19,女,0,安徽 芜湖
6866829376,俩替pk,毫无疑问，肯定是史兰客学校赢。,0,0,1,367,20,105,1,0.0274,0.6575,2018-12-02,女,0,山西
6672506353,星暮雪Angel,感动,0,0,0,1710,1034,45,1,0.2566,0.3421,2019-07-13,女,2003-02-28,辽宁
7520634710,小铃铛安an,大结局战战的魂骨要被削了,0,0,0,8,24,1,1,0.8750,0.1250,2020-12-20,女,0,其他
7558120672,蜜糖的小果树,史兰客必胜,0,0,0,50,14,2,1,0.0400,0.6000,02月15日 15:,女,1991-07-15,云南 昆明
6591233423,杨老四丨,史兰克什么鬼？？有版权为啥要叫这个b名字？,0,0,0,413,1331,116,1,0.0971,0.7524,2018-07-16,男,1997-12-08,辽宁
6739514977,盲点21229,。。。。,0,0,0,25,51,2,1,1.2000,0.0800,2019-12-13,男,0,其他
7344962085,可别想当然,舍不得斗罗大陆，舍不得唐三，舍不得史兰客七怪，加油吧少年们,0,0,0,587,115,6,1,0.4545,0.4527,2019-12-21,男,0,其他
3645114211,马马A,史兰克七怪必胜。肖战唐三加油,0,0,0,1976,717,26,1,0.8333,0.1515,2013-08-11,男,0,其他
6997750374,橘子不太酷,兰个头,0,1,0,14,29,1,1,0.6923,0.5385,2020-03-14,女,双鱼座,陕西 西安
5526865842,U2-迷尚,史兰客七怪必胜,0,0,1,1322,350,55,1,0.4729,0.5969,2020-09-03,女,0,其他
6446474226,另味guai友,就快播完了 好舍不得,0,1,1,1167,73,32,1,0.0093,0.1753,2019-01-01,女,0,其他
5526865842,U2-迷尚,史兰客七怪必胜,0,0,1,1322,350,55,1,0.4729,0.5969,2020-09-03,女,0,其他
6446474226,另味guai友,就快播完了 好舍不得,0,1,1,1167,73,32,1,0.0918,0.1753,2019-01-01,女,0,其他
7520634710,小铃铛安an,马上要大结局了，太舍不得了,0,0,0,8,24,1,1,0.8750,0.1250,2020-12-20,女,0,其他
7360700015,认真生活x用爱面对世界,永远是史兰客七怪！,0,1,0,602,180,6,1,0.4167,0.3333,2019-12-24,女,0,其他
5974023570,木辛痣梓,加油啊 史兰客,1,1,1,7618,384,851,1,0.0395,0.1579,2016-12-10,女,2001-07-05,四川
7360700015,认真生活x用爱面对世界,永远是史兰客七怪！,0,1,0,602,180,6,1,0.4167,0.3333,2019-12-24,女,0,其他
5974023570,木辛痣梓,加油啊 史兰客,1,1,1,7618,384,851,1,0.0395,0.1579,2016-12-10,女,2001-07-05,四川
7479036582,萌萌哒的快乐星球驾驶员,史兰客七怪必胜！！！,0,0,0,636,150,3,1,0.1890,0.4252,2020-12-07,女,2002-07-12,广东 梅州
5510569710,小星星2349,明天就要大结局了,0,0,0,229,32,1,1,0.0307,0.5702,2017-08-31,男,0,其他
7479036582,萌萌哒的快乐星球驾驶员,呜呜呜，就要大结局了，好舍不得,0,0,0,636,150,3,1,0.1890,0.4252,2020-12-07,女,2002-07-12,广东 梅州
7360700015,认真生活x用爱面对世界,不舍得啊！,0,1,0,602,180,6,1,0.4167,0.3333,2019-12-24,女,0,其他
6451374785,圣女湾仔道,史兰客必胜！最后的胜利一定是属于小怪物们的！唐三，你是最强的！,0,1,0,192,215,12,1,0.5291,0.2646,2019-07-08,女,0,北京
7520634710,小铃铛安an,马上要大结局，太舍不得了,0,0,0,8,24,1,1,0.8750,0.1250,2020-12-20,女,0,其他
2706519187,Yara-t,史兰克学院必胜,0,1,0,2026,793,1581,2,1.0345,1.0345,0,女,1992-11-22,其他
6451374785,圣女湾仔道,史兰客必胜！最后的胜利一定是属于小怪物们的！唐三，你是最强的！,0,1,0,192,215,12,1,0.5291,0.2646,2019-07-08,女,0,北京
7520634710,小铃铛安an,马上要大结局，太舍不得了,0,0,0,8,24,1,1,0.8750,0.1250,2020-12-20,女,0,其他
2706519187,Yara-t,史兰克学院必胜,0,1,0,2026,793,1581,2,1.0345,1.0345,0,女,1992-11-22,其他
5240255309,实力偶像MIC男团,厉害了,0,1,1,1604,241,150,1,1.0143,1.0129,0,女,1991-11-09,湖北 十堰
7346704172,君子事天小人事人,史兰客七怪越来越好,0,1,0,696,37,8,1,0.4454,0.2874,2019-12-09,女,1991-08-07,其他
5894264320,每天都迟到的人儿,太快了,0,1,1,396,220,44,1,0.9367,0.0759,2016-06-12,女,0,北京
7382436753,霧滿攬江,好感动。,0,0,0,84,100,1,1,1.0714,0.0000,2020-11-03,男,0,其他
5240255309,实力偶像MIC男团,厉害了,0,1,1,1604,241,150,1,1.0143,1.0129,0,女,1991-11-09,湖北 十堰
7346704172,君子事天小人事人,史兰客七怪越来越好,0,1,0,696,37,8,1,0.4454,0.2874,2019-12-09,女,1991-08-07,其他
5894264320,每天都迟到的人儿,太快了,0,1,1,396,220,44,1,0.9367,0.0759,2016-06-12,女,0,北京
7382436753,霧滿攬江,好感动。,0,0,0,84,100,1,1,1.0714,0.0000,2020-11-03,男,0,其他
